date,sku_id,product_id,product_name,category_l1,category_l2,brand,avg_price,min_price,max_price,total_sales,shop_count,"record_count "
2026-06-01,SKU0968,PROD0968,华为精选零食礼包 SKU0968,食品饮料,食品饮料,华为,71.81,64.48,79.13,211,2,"2"
2026-06-01,SKU0969,PROD0969,NIKE智能家电 SKU0969,家用电器,家用电器,NIKE,3004.55,527.06,4927.16,770,4,"4"
2026-06-01,SKU0970,PROD0970,Apple智能家电 SKU0970,家用电器,家用电器,Apple,2524.59,908.18,4897.82,959,5,"5"
2026-06-01,SKU0971,PROD0971,三星日用商品 SKU0971,日用百货,日用百货,三星,300.0,131.28,468.72,396,2,"2"
2026-06-01,SKU0972,PROD0972,华为运动装备 SKU0972,运动户外,运动户外,华为,1712.35,1276.62,2332.15,385,3,"3"
2026-06-01,SKU0973,PROD0973,小米笔记本电脑 SKU0973,电脑办公,电脑办公,小米,4763.85,3336.42,6191.28,165,2,"2"
2026-06-01,SKU0974,PROD0974,三星精选零食礼包 SKU0974,食品饮料,食品饮料,三星,93.7,22.71,186.17,901,5,"5"
2026-06-01,SKU0975,PROD0975,索尼时尚运动鞋 SKU0975,服饰鞋包,服饰鞋包,索尼,629.27,393.7,1069.6,359,3,"3"
2026-06-01,SKU0976,PROD0976,Adidas运动装备 SKU0976,运动户外,运动户外,Adidas,2200.69,1539.0,2779.87,690,5,"5"
2026-06-01,SKU0977,PROD0977,美的日用商品 SKU0977,日用百货,日用百货,美的,344.92,250.5,445.56,405,3,"3"
2026-06-01,SKU0978,PROD0978,良品铺子运动装备 SKU0978,运动户外,运动户外,良品铺子,1386.29,385.81,2535.13,567,4,"4"
2026-06-01,SKU0979,PROD0979,玉兰油笔记本电脑 SKU0979,电脑办公,电脑办公,玉兰油,9029.22,6554.05,10383.31,878,5,"5"
2026-06-01,SKU0980,PROD0980,小米时尚运动鞋 SKU0980,服饰鞋包,服饰鞋包,小米,862.54,406.67,1411.17,614,4,"4"
2026-06-01,SKU0981,PROD0981,Adidas精选零食礼包 SKU0981,食品饮料,食品饮料,Adidas,100.58,47.03,153.13,509,4,"4"
2026-06-01,SKU0982,PROD0982,海尔护肤精华 SKU0982,美妆个护,美妆个护,海尔,377.71,42.55,563.55,783,4,"4"
2026-06-01,SKU0983,PROD0983,华为精选零食礼包 SKU0983,食品饮料,食品饮料,华为,121.42,61.66,212.21,397,5,"5"
2026-06-01,SKU0984,PROD0984,联想日用商品 SKU0984,日用百货,日用百货,联想,374.43,249.71,489.48,349,3,"3"
2026-06-01,SKU0985,PROD0985,NIKE日用商品 SKU0985,日用百货,日用百货,NIKE,185.88,31.97,368.17,487,4,"4"
2026-06-01,SKU0986,PROD0986,Adidas智能手机 SKU0986,手机数码,手机数码,Adidas,4811.56,2084.3,8267.14,511,4,"4"
2026-06-01,SKU0987,PROD0987,Adidas日用商品 SKU0987,日用百货,日用百货,Adidas,236.54,16.72,451.71,739,5,"5"
2026-06-01,SKU0988,PROD0988,索尼护肤精华 SKU0988,美妆个护,美妆个护,索尼,563.32,364.49,762.15,226,2,"2"
2026-06-01,SKU0989,PROD0989,Apple智能手机 SKU0989,手机数码,手机数码,Apple,5007.16,2803.43,8584.39,606,5,"5"
2026-06-01,SKU0990,PROD0990,华为日用商品 SKU0990,日用百货,日用百货,华为,162.09,28.3,400.6,594,3,"3"
2026-06-01,SKU0991,PROD0991,小米精选零食礼包 SKU0991,食品饮料,食品饮料,小米,51.01,7.57,95.52,491,3,"3"
2026-06-01,SKU0992,PROD0992,Adidas精选零食礼包 SKU0992,食品饮料,食品饮料,Adidas,136.08,70.39,201.77,174,2,"2"
2026-06-01,SKU0993,PROD0993,联想智能手机 SKU0993,手机数码,手机数码,联想,4708.26,601.23,8051.68,519,4,"4"
2026-06-01,SKU0994,PROD0994,欧莱雅护肤精华 SKU0994,美妆个护,美妆个护,欧莱雅,660.72,537.67,783.78,227,2,"2"
2026-06-01,SKU0995,PROD0995,索尼智能手机 SKU0995,手机数码,手机数码,索尼,1737.46,609.12,3157.37,540,4,"4"
2026-06-01,SKU0996,PROD0996,Apple日用商品 SKU0996,日用百货,日用百货,Apple,307.64,253.44,361.84,162,2,"2"
2026-06-01,SKU0997,PROD0997,美的护肤精华 SKU0997,美妆个护,美妆个护,美的,454.02,113.2,825.91,668,5,"5"
2026-06-01,SKU0998,PROD0998,格力时尚运动鞋 SKU0998,服饰鞋包,服饰鞋包,格力,724.98,180.21,1464.23,766,5,"5"
2026-06-01,SKU0999,PROD0999,NIKE笔记本电脑 SKU0999,电脑办公,电脑办公,NIKE,4157.3,535.02,7779.58,372,2,"2"
2026-06-01,SKU1000,PROD1000,三星护肤精华 SKU1000,美妆个护,美妆个护,三星,324.59,215.96,698.18,515,5,"5"
2026-06-01,SKU1001,PROD1001,海尔智能手机 SKU1001,手机数码,手机数码,海尔,8133.97,7857.31,8410.62,239,2,"2"
2026-06-01,SKU1002,PROD1002,欧莱雅智能家电 SKU1002,家用电器,家用电器,欧莱雅,2498.05,919.11,4803.34,667,4,"4"
2026-06-01,SKU1003,PROD1003,华为笔记本电脑 SKU1003,电脑办公,电脑办公,华为,2200.52,2119.48,2281.55,333,2,"2"
2026-06-01,SKU1004,PROD1004,三星智能手机 SKU1004,手机数码,手机数码,三星,2327.82,1314.13,3421.07,1025,5,"5"
2026-06-01,SKU1005,PROD1005,联想智能手机 SKU1005,手机数码,手机数码,联想,3704.9,1008.21,8676.72,487,4,"4"
2026-06-01,SKU1006,PROD1006,NIKE智能手机 SKU1006,手机数码,手机数码,NIKE,6985.75,5593.9,8456.35,767,5,"5"
2026-06-01,SKU1007,PROD1007,Adidas笔记本电脑 SKU1007,电脑办公,电脑办公,Adidas,5145.57,573.2,8264.19,460,3,"3"
2026-06-01,SKU1008,PROD1008,NIKE智能家电 SKU1008,家用电器,家用电器,NIKE,5905.39,943.38,14497.1,563,4,"4"
2026-06-01,SKU1009,PROD1009,Apple智能手机 SKU1009,手机数码,手机数码,Apple,3857.4,638.62,7329.4,795,5,"5"
2026-06-01,SKU1010,PROD1010,海尔护肤精华 SKU1010,美妆个护,美妆个护,海尔,340.8,64.57,773.36,919,5,"5"
2026-06-01,SKU1011,PROD1011,欧莱雅智能家电 SKU1011,家用电器,家用电器,欧莱雅,2108.22,967.34,3451.57,591,3,"3"
2026-06-01,SKU1012,PROD1012,Apple日用商品 SKU1012,日用百货,日用百货,Apple,239.73,44.63,531.1,567,5,"5"
2026-06-01,SKU1013,PROD1013,良品铺子时尚运动鞋 SKU1013,服饰鞋包,服饰鞋包,良品铺子,1012.92,761.01,1264.83,335,2,"2"
2026-06-01,SKU1014,PROD1014,美的智能手机 SKU1014,手机数码,手机数码,美的,4105.84,2937.96,5850.82,486,3,"3"
2026-06-01,SKU1015,PROD1015,美的时尚运动鞋 SKU1015,服饰鞋包,服饰鞋包,美的,878.34,518.74,1142.14,728,4,"4"
2026-06-01,SKU1016,PROD1016,美的智能手机 SKU1016,手机数码,手机数码,美的,3143.43,3037.51,3249.35,308,2,"2"
2026-06-01,SKU1017,PROD1017,美的日用商品 SKU1017,日用百货,日用百货,美的,272.27,35.96,508.58,373,2,"2"
2026-06-01,SKU1018,PROD1018,玉兰油日用商品 SKU1018,日用百货,日用百货,玉兰油,164.28,67.71,409.93,888,4,"4"
2026-06-01,SKU1019,PROD1019,小米智能手机 SKU1019,手机数码,手机数码,小米,4089.1,625.58,8521.97,501,3,"3"
2026-06-01,SKU1020,PROD1020,三只松鼠智能手机 SKU1020,手机数码,手机数码,三只松鼠,4297.32,2426.35,7937.35,373,3,"3"
2026-06-01,SKU1021,PROD1021,联想时尚运动鞋 SKU1021,服饰鞋包,服饰鞋包,联想,1037.82,979.84,1095.8,422,2,"2"
2026-06-01,SKU1022,PROD1022,Adidas运动装备 SKU1022,运动户外,运动户外,Adidas,2206.38,1656.06,2756.7,201,2,"2"
2026-06-01,SKU1023,PROD1023,海尔运动装备 SKU1023,运动户外,运动户外,海尔,1318.73,217.13,2156.29,250,3,"3"
2026-06-01,SKU1024,PROD1024,欧莱雅时尚运动鞋 SKU1024,服饰鞋包,服饰鞋包,欧莱雅,935.5,372.49,1354.73,865,5,"5"
2026-06-01,SKU1025,PROD1025,格力时尚运动鞋 SKU1025,服饰鞋包,服饰鞋包,格力,894.84,273.44,1455.37,608,4,"4"
2026-06-01,SKU1026,PROD1026,三星智能家电 SKU1026,家用电器,家用电器,三星,1958.45,1116.9,2604.97,517,3,"3"
2026-06-01,SKU1027,PROD1027,玉兰油日用商品 SKU1027,日用百货,日用百货,玉兰油,330.83,18.88,476.1,913,5,"5"
2026-06-01,SKU1028,PROD1028,索尼智能手机 SKU1028,手机数码,手机数码,索尼,3088.45,1926.77,4345.01,498,3,"3"
2026-06-01,SKU1029,PROD1029,三只松鼠智能家电 SKU1029,家用电器,家用电器,三只松鼠,2340.85,360.05,5004.77,837,4,"4"
2026-06-01,SKU1030,PROD1030,三只松鼠精选零食礼包 SKU1030,食品饮料,食品饮料,三只松鼠,107.36,86.03,122.91,546,3,"3"
2026-06-01,SKU1031,PROD1031,联想日用商品 SKU1031,日用百货,日用百货,联想,287.84,55.72,450.19,528,4,"4"
2026-06-01,SKU1032,PROD1032,索尼精选零食礼包 SKU1032,食品饮料,食品饮料,索尼,136.67,107.64,158.49,990,5,"5"
2026-06-01,SKU1033,PROD1033,索尼智能家电 SKU1033,家用电器,家用电器,索尼,1393.17,643.16,2385.36,455,4,"4"
2026-06-01,SKU1034,PROD1034,格力智能手机 SKU1034,手机数码,手机数码,格力,5222.26,2363.61,8683.76,777,5,"5"
2026-06-01,SKU1035,PROD1035,玉兰油日用商品 SKU1035,日用百货,日用百货,玉兰油,244.74,38.46,434.02,644,5,"5"
2026-06-01,SKU1036,PROD1036,玉兰油时尚运动鞋 SKU1036,服饰鞋包,服饰鞋包,玉兰油,1062.13,811.6,1312.67,446,2,"2"
2026-06-01,SKU1037,PROD1037,欧莱雅精选零食礼包 SKU1037,食品饮料,食品饮料,欧莱雅,134.49,91.25,190.98,522,3,"3"
2026-06-01,SKU1038,PROD1038,Adidas智能手机 SKU1038,手机数码,手机数码,Adidas,3727.71,1462.38,5976.88,395,4,"4"
2026-06-01,SKU1039,PROD1039,华为运动装备 SKU1039,运动户外,运动户外,华为,2742.23,2665.52,2872.27,597,3,"3"
2026-06-01,SKU1040,PROD1040,Adidas笔记本电脑 SKU1040,电脑办公,电脑办公,Adidas,6340.38,6168.57,6658.76,482,3,"3"
2026-06-01,SKU1041,PROD1041,NIKE日用商品 SKU1041,日用百货,日用百货,NIKE,88.15,75.25,98.56,376,3,"3"
2026-06-01,SKU1042,PROD1042,NIKE运动装备 SKU1042,运动户外,运动户外,NIKE,1713.81,1207.22,2276.17,567,4,"4"
2026-06-01,SKU1043,PROD1043,NIKE护肤精华 SKU1043,美妆个护,美妆个护,NIKE,259.42,109.34,409.5,146,2,"2"
2026-06-01,SKU1044,PROD1044,三星时尚运动鞋 SKU1044,服饰鞋包,服饰鞋包,三星,595.01,434.15,755.88,224,2,"2"
2026-06-01,SKU1045,PROD1045,欧莱雅日用商品 SKU1045,日用百货,日用百货,欧莱雅,201.17,177.52,232.41,558,3,"3"
2026-06-01,SKU1046,PROD1046,海尔精选零食礼包 SKU1046,食品饮料,食品饮料,海尔,171.64,128.12,211.94,1003,5,"5"
2026-06-01,SKU1047,PROD1047,小米运动装备 SKU1047,运动户外,运动户外,小米,1833.87,804.3,2797.71,469,3,"3"
2026-06-01,SKU1048,PROD1048,三只松鼠护肤精华 SKU1048,美妆个护,美妆个护,三只松鼠,475.26,51.31,810.33,674,5,"5"
2026-06-01,SKU1049,PROD1049,NIKE运动装备 SKU1049,运动户外,运动户外,NIKE,1155.88,207.17,2560.34,859,5,"5"
2026-06-01,SKU1050,PROD1050,索尼时尚运动鞋 SKU1050,服饰鞋包,服饰鞋包,索尼,493.61,307.91,674.62,651,3,"3"
2026-06-01,SKU1051,PROD1051,联想智能手机 SKU1051,手机数码,手机数码,联想,3569.4,1331.25,8344.51,761,5,"5"
2026-06-01,SKU1052,PROD1052,Apple日用商品 SKU1052,日用百货,日用百货,Apple,221.09,34.78,421.33,500,4,"4"
2026-06-01,SKU1053,PROD1053,小米时尚运动鞋 SKU1053,服饰鞋包,服饰鞋包,小米,1508.86,1451.36,1582.27,470,3,"3"
2026-06-01,SKU1054,PROD1054,三星智能家电 SKU1054,家用电器,家用电器,三星,2062.98,2011.83,2114.14,306,2,"2"
2026-06-01,SKU1055,PROD1055,美的护肤精华 SKU1055,美妆个护,美妆个护,美的,530.48,41.89,801.97,711,5,"5"
2026-06-01,SKU1056,PROD1056,格力日用商品 SKU1056,日用百货,日用百货,格力,312.14,36.56,477.02,540,5,"5"
2026-06-01,SKU1057,PROD1057,三星智能家电 SKU1057,家用电器,家用电器,三星,2636.12,1067.35,4128.07,558,4,"4"
2026-06-01,SKU1058,PROD1058,小米日用商品 SKU1058,日用百货,日用百货,小米,358.51,250.88,480.07,920,5,"5"
2026-06-01,SKU1059,PROD1059,欧莱雅时尚运动鞋 SKU1059,服饰鞋包,服饰鞋包,欧莱雅,484.5,272.23,696.76,287,2,"2"
2026-06-01,SKU1060,PROD1060,NIKE日用商品 SKU1060,日用百货,日用百货,NIKE,258.38,101.17,520.51,518,3,"3"
2026-06-01,SKU1061,PROD1061,美的智能手机 SKU1061,手机数码,手机数码,美的,2965.55,1802.68,4422.62,512,3,"3"
2026-06-01,SKU1062,PROD1062,小米时尚运动鞋 SKU1062,服饰鞋包,服饰鞋包,小米,1060.19,832.94,1194.6,576,3,"3"
2026-06-01,SKU1063,PROD1063,美的智能家电 SKU1063,家用电器,家用电器,美的,2420.36,1078.55,4019.13,653,5,"5"
2026-06-01,SKU1064,PROD1064,索尼日用商品 SKU1064,日用百货,日用百货,索尼,230.13,204.79,248.92,566,3,"3"
2026-06-01,SKU1065,PROD1065,美的时尚运动鞋 SKU1065,服饰鞋包,服饰鞋包,美的,1099.48,688.12,1409.85,655,4,"4"
2026-06-01,SKU1066,PROD1066,格力精选零食礼包 SKU1066,食品饮料,食品饮料,格力,98.66,19.49,158.77,729,4,"4"
2026-06-01,SKU1067,PROD1067,三星运动装备 SKU1067,运动户外,运动户外,三星,1678.51,975.89,2867.87,741,5,"5"
2026-06-01,SKU1068,PROD1068,格力运动装备 SKU1068,运动户外,运动户外,格力,1911.25,763.21,2531.18,637,5,"5"
2026-06-01,SKU1069,PROD1069,美的运动装备 SKU1069,运动户外,运动户外,美的,905.86,156.46,1813.54,811,5,"5"
2026-06-01,SKU1070,PROD1070,格力日用商品 SKU1070,日用百货,日用百货,格力,344.67,154.8,500.53,351,3,"3"
2026-06-01,SKU1071,PROD1071,良品铺子时尚运动鞋 SKU1071,服饰鞋包,服饰鞋包,良品铺子,695.98,578.91,833.7,403,3,"3"
2026-06-01,SKU1072,PROD1072,欧莱雅日用商品 SKU1072,日用百货,日用百货,欧莱雅,130.62,36.16,225.08,323,2,"2"
2026-06-01,SKU1073,PROD1073,联想日用商品 SKU1073,日用百货,日用百货,联想,238.58,53.61,423.54,386,2,"2"
2026-06-01,SKU1074,PROD1074,华为智能手机 SKU1074,手机数码,手机数码,华为,4135.82,2810.21,5461.44,411,2,"2"
2026-06-01,SKU1075,PROD1075,索尼运动装备 SKU1075,运动户外,运动户外,索尼,21229.56,388.8,42070.33,331,2,"2"
2026-06-01,SKU1076,PROD1076,三星智能手机 SKU1076,手机数码,手机数码,三星,4944.3,4851.5,5037.1,364,2,"2"
2026-06-01,SKU1077,PROD1077,美的智能家电 SKU1077,家用电器,家用电器,美的,3206.49,1134.85,4384.54,614,4,"4"
2026-06-01,SKU1078,PROD1078,小米护肤精华 SKU1078,美妆个护,美妆个护,小米,481.15,171.56,745.06,783,5,"5"
2026-06-01,SKU1079,PROD1079,海尔智能手机 SKU1079,手机数码,手机数码,海尔,3868.1,928.28,8346.73,483,3,"3"
2026-06-01,SKU1080,PROD1080,欧莱雅时尚运动鞋 SKU1080,服饰鞋包,服饰鞋包,欧莱雅,514.18,108.33,1454.54,596,5,"5"
2026-06-01,SKU1081,PROD1081,Apple笔记本电脑 SKU1081,电脑办公,电脑办公,Apple,6789.04,4545.71,8055.38,745,5,"5"
2026-06-01,SKU1082,PROD1082,小米精选零食礼包 SKU1082,食品饮料,食品饮料,小米,175.57,164.58,186.57,322,2,"2"
2026-06-01,SKU1083,PROD1083,欧莱雅日用商品 SKU1083,日用百货,日用百货,欧莱雅,318.99,237.59,494.65,548,4,"4"
2026-06-01,SKU1084,PROD1084,欧莱雅精选零食礼包 SKU1084,食品饮料,食品饮料,欧莱雅,100.06,47.99,185.07,324,3,"3"
2026-06-01,SKU1085,PROD1085,海尔护肤精华 SKU1085,美妆个护,美妆个护,海尔,370.28,175.5,754.58,332,3,"3"
2026-06-01,SKU1086,PROD1086,小米护肤精华 SKU1086,美妆个护,美妆个护,小米,290.56,157.39,404.45,474,3,"3"
2026-06-01,SKU1087,PROD1087,格力智能手机 SKU1087,手机数码,手机数码,格力,3543.72,2151.35,6929.85,748,4,"4"
2026-06-01,SKU1088,PROD1088,欧莱雅笔记本电脑 SKU1088,电脑办公,电脑办公,欧莱雅,8210.52,6834.82,9856.93,774,4,"4"
2026-06-01,SKU1089,PROD1089,NIKE笔记本电脑 SKU1089,电脑办公,电脑办公,NIKE,2937.26,2007.85,4679.51,731,4,"4"
2026-06-01,SKU1090,PROD1090,欧莱雅精选零食礼包 SKU1090,食品饮料,食品饮料,欧莱雅,94.89,61.01,134.92,556,3,"3"
2026-06-01,SKU1091,PROD1091,华为智能手机 SKU1091,手机数码,手机数码,华为,4439.97,1196.58,6686.5,669,5,"5"
2026-06-01,SKU1092,PROD1092,索尼智能家电 SKU1092,家用电器,家用电器,索尼,2427.85,1563.25,3866.28,393,3,"3"
2026-06-01,SKU1093,PROD1093,玉兰油时尚运动鞋 SKU1093,服饰鞋包,服饰鞋包,玉兰油,877.89,609.37,1455.72,551,4,"4"
2026-06-01,SKU1094,PROD1094,玉兰油笔记本电脑 SKU1094,电脑办公,电脑办公,玉兰油,4003.82,1967.3,8963.46,506,4,"4"
2026-06-01,SKU1095,PROD1095,NIKE日用商品 SKU1095,日用百货,日用百货,NIKE,410.88,299.24,506.74,662,4,"4"
2026-06-01,SKU1096,PROD1096,美的护肤精华 SKU1096,美妆个护,美妆个护,美的,300.31,42.81,781.11,889,5,"5"
2026-06-01,SKU1097,PROD1097,Adidas时尚运动鞋 SKU1097,服饰鞋包,服饰鞋包,Adidas,490.34,126.86,875.46,257,3,"3"
2026-06-01,SKU1098,PROD1098,Adidas智能手机 SKU1098,手机数码,手机数码,Adidas,4504.08,1328.94,6206.69,542,3,"3"
2026-06-01,SKU1099,PROD1099,海尔笔记本电脑 SKU1099,电脑办公,电脑办公,海尔,4066.14,1810.04,5713.16,563,4,"4"
2026-06-01,SKU1100,PROD1100,玉兰油日用商品 SKU1100,日用百货,日用百货,玉兰油,137.21,12.19,351.54,648,5,"5"
2026-06-01,SKU1101,PROD1101,美的智能家电 SKU1101,家用电器,家用电器,美的,4856.03,4623.47,5167.5,493,3,"3"
2026-06-01,SKU1102,PROD1102,华为时尚运动鞋 SKU1102,服饰鞋包,服饰鞋包,华为,481.25,379.09,583.4,317,2,"2"
2026-06-01,SKU1103,PROD1103,欧莱雅日用商品 SKU1103,日用百货,日用百货,欧莱雅,297.74,26.22,508.99,970,5,"5"
2026-06-01,SKU1104,PROD1104,美的护肤精华 SKU1104,美妆个护,美妆个护,美的,595.86,513.41,678.31,261,2,"2"
2026-06-01,SKU1105,PROD1105,三星时尚运动鞋 SKU1105,服饰鞋包,服饰鞋包,三星,672.3,228.32,1406.93,394,4,"4"
2026-06-01,SKU1106,PROD1106,良品铺子运动装备 SKU1106,运动户外,运动户外,良品铺子,1068.3,289.64,2383.55,262,3,"3"
2026-06-01,SKU1107,PROD1107,格力时尚运动鞋 SKU1107,服饰鞋包,服饰鞋包,格力,889.59,509.41,1269.76,275,2,"2"
2026-06-01,SKU1108,PROD1108,Apple时尚运动鞋 SKU1108,服饰鞋包,服饰鞋包,Apple,894.34,631.88,1387.08,567,4,"4"
2026-06-01,SKU1109,PROD1109,美的笔记本电脑 SKU1109,电脑办公,电脑办公,美的,3479.99,3471.45,3488.53,308,2,"2"
2026-06-01,SKU1110,PROD1110,欧莱雅运动装备 SKU1110,运动户外,运动户外,欧莱雅,1299.18,348.41,2233.08,597,4,"4"
2026-06-01,SKU1111,PROD1111,Apple日用商品 SKU1111,日用百货,日用百货,Apple,382.14,254.6,487.98,388,4,"4"
2026-06-01,SKU1112,PROD1112,联想精选零食礼包 SKU1112,食品饮料,食品饮料,联想,129.89,59.54,182.55,652,4,"4"
2026-06-01,SKU1113,PROD1113,联想日用商品 SKU1113,日用百货,日用百货,联想,311.97,70.87,445.2,483,3,"3"
2026-06-01,SKU1114,PROD1114,NIKE智能手机 SKU1114,手机数码,手机数码,NIKE,3877.8,1277.5,6999.91,683,4,"4"
2026-06-01,SKU1115,PROD1115,欧莱雅智能手机 SKU1115,手机数码,手机数码,欧莱雅,4516.62,3071.91,5622.0,668,4,"4"
2026-06-01,SKU1116,PROD1116,玉兰油笔记本电脑 SKU1116,电脑办公,电脑办公,玉兰油,6314.16,4487.05,7663.27,505,3,"3"
2026-06-01,SKU1117,PROD1117,小米智能手机 SKU1117,手机数码,手机数码,小米,5260.06,2256.87,8116.72,728,4,"4"
2026-06-01,SKU1118,PROD1118,Apple护肤精华 SKU1118,美妆个护,美妆个护,Apple,374.48,115.41,727.83,458,3,"3"
2026-06-01,SKU1119,PROD1119,三只松鼠时尚运动鞋 SKU1119,服饰鞋包,服饰鞋包,三只松鼠,739.63,226.33,1429.04,525,3,"3"
2026-06-01,SKU1120,PROD1120,NIKE智能手机 SKU1120,手机数码,手机数码,NIKE,4189.91,1500.31,6581.03,683,4,"4"
2026-06-01,SKU1121,PROD1121,良品铺子精选零食礼包 SKU1121,食品饮料,食品饮料,良品铺子,64.0,29.99,104.85,503,3,"3"
2026-06-01,SKU1122,PROD1122,良品铺子智能家电 SKU1122,家用电器,家用电器,良品铺子,2754.75,1209.52,4924.59,444,3,"3"
2026-06-01,SKU1123,PROD1123,索尼精选零食礼包 SKU1123,食品饮料,食品饮料,索尼,47.88,24.5,69.63,567,4,"4"
2026-06-01,SKU1124,PROD1124,华为笔记本电脑 SKU1124,电脑办公,电脑办公,华为,4945.41,693.51,8752.14,867,5,"5"
2026-06-01,SKU1125,PROD1125,索尼笔记本电脑 SKU1125,电脑办公,电脑办公,索尼,4669.36,2202.82,9304.38,645,4,"4"
2026-06-01,SKU1126,PROD1126,联想智能家电 SKU1126,家用电器,家用电器,联想,3536.04,2004.71,5067.37,432,2,"2"
2026-06-01,SKU1127,PROD1127,Adidas护肤精华 SKU1127,美妆个护,美妆个护,Adidas,370.85,51.4,729.34,742,5,"5"
2026-06-01,SKU1128,PROD1128,Apple日用商品 SKU1128,日用百货,日用百货,Apple,220.96,151.66,303.16,683,3,"3"
2026-06-01,SKU1129,PROD1129,Adidas精选零食礼包 SKU1129,食品饮料,食品饮料,Adidas,87.97,38.64,127.16,714,4,"4"
2026-06-01,SKU1130,PROD1130,欧莱雅笔记本电脑 SKU1130,电脑办公,电脑办公,欧莱雅,6062.77,1879.52,10160.03,364,3,"3"
2026-06-01,SKU1131,PROD1131,三星精选零食礼包 SKU1131,食品饮料,食品饮料,三星,88.33,46.89,158.99,678,4,"4"
2026-06-01,SKU1132,PROD1132,联想精选零食礼包 SKU1132,食品饮料,食品饮料,联想,137.25,113.5,188.44,576,4,"4"
2026-06-01,SKU1133,PROD1133,Adidas智能手机 SKU1133,手机数码,手机数码,Adidas,4725.86,2014.02,8228.15,737,4,"4"
2026-06-01,SKU1134,PROD1134,三只松鼠日用商品 SKU1134,日用百货,日用百货,三只松鼠,213.27,58.31,310.2,467,4,"4"
2026-06-01,SKU1135,PROD1135,联想精选零食礼包 SKU1135,食品饮料,食品饮料,联想,131.34,36.9,184.07,339,3,"3"
2026-06-01,SKU1136,PROD1136,三星时尚运动鞋 SKU1136,服饰鞋包,服饰鞋包,三星,145.82,69.68,221.96,376,2,"2"
2026-06-01,SKU1137,PROD1137,海尔智能家电 SKU1137,家用电器,家用电器,海尔,4130.48,3677.41,4533.8,478,3,"3"
2026-06-01,SKU1138,PROD1138,索尼护肤精华 SKU1138,美妆个护,美妆个护,索尼,259.39,205.11,288.19,440,3,"3"
2026-06-01,SKU1139,PROD1139,小米日用商品 SKU1139,日用百货,日用百货,小米,236.01,199.85,285.15,392,3,"3"
2026-06-01,SKU1140,PROD1140,海尔智能手机 SKU1140,手机数码,手机数码,海尔,3998.93,774.61,8191.17,956,5,"5"
2026-06-01,SKU1141,PROD1141,联想时尚运动鞋 SKU1141,服饰鞋包,服饰鞋包,联想,1136.5,674.88,1564.33,454,4,"4"
2026-06-01,SKU1142,PROD1142,三星时尚运动鞋 SKU1142,服饰鞋包,服饰鞋包,三星,1033.67,850.9,1317.55,499,3,"3"
2026-06-01,SKU1143,PROD1143,Apple运动装备 SKU1143,运动户外,运动户外,Apple,1179.09,145.54,2806.35,429,4,"4"
2026-06-01,SKU1144,PROD1144,玉兰油智能手机 SKU1144,手机数码,手机数码,玉兰油,5783.8,1996.15,8338.6,613,4,"4"
2026-06-01,SKU1145,PROD1145,Apple日用商品 SKU1145,日用百货,日用百货,Apple,311.33,183.14,451.94,467,3,"3"
2026-06-01,SKU1146,PROD1146,联想笔记本电脑 SKU1146,电脑办公,电脑办公,联想,5745.66,1795.26,10018.83,743,4,"4"
2026-06-01,SKU1147,PROD1147,欧莱雅笔记本电脑 SKU1147,电脑办公,电脑办公,欧莱雅,3704.56,658.48,5251.72,455,3,"3"
2026-06-01,SKU1148,PROD1148,良品铺子智能家电 SKU1148,家用电器,家用电器,良品铺子,1790.17,1217.98,2362.37,213,2,"2"
2026-06-01,SKU1149,PROD1149,美的日用商品 SKU1149,日用百货,日用百货,美的,293.28,133.41,424.02,596,4,"4"
2026-06-01,SKU1150,PROD1150,三只松鼠时尚运动鞋 SKU1150,服饰鞋包,服饰鞋包,三只松鼠,501.82,442.34,572.16,489,3,"3"
2026-06-01,SKU1151,PROD1151,玉兰油智能手机 SKU1151,手机数码,手机数码,玉兰油,5732.39,5087.67,6377.1,218,2,"2"
2026-06-01,SKU1152,PROD1152,联想智能家电 SKU1152,家用电器,家用电器,联想,1802.4,593.23,3322.81,715,4,"4"
2026-06-01,SKU1153,PROD1153,玉兰油护肤精华 SKU1153,美妆个护,美妆个护,玉兰油,601.21,310.08,804.44,371,3,"3"
2026-06-01,SKU1154,PROD1154,欧莱雅日用商品 SKU1154,日用百货,日用百货,欧莱雅,389.3,241.54,497.45,642,4,"4"
2026-06-01,SKU1155,PROD1155,华为智能家电 SKU1155,家用电器,家用电器,华为,2146.82,1052.32,2938.33,332,3,"3"
2026-06-01,SKU1156,PROD1156,索尼精选零食礼包 SKU1156,食品饮料,食品饮料,索尼,102.49,84.51,120.47,161,2,"2"
2026-06-01,SKU1157,PROD1157,三星护肤精华 SKU1157,美妆个护,美妆个护,三星,317.77,115.77,519.77,436,2,"2"
2026-06-01,SKU1158,PROD1158,三只松鼠智能手机 SKU1158,手机数码,手机数码,三只松鼠,2368.82,786.86,5002.03,721,4,"4"
2026-06-01,SKU1159,PROD1159,索尼智能手机 SKU1159,手机数码,手机数码,索尼,5099.4,2212.03,7986.77,303,2,"2"
2026-06-01,SKU1160,PROD1160,格力日用商品 SKU1160,日用百货,日用百货,格力,275.67,77.2,474.13,381,2,"2"
2026-06-01,SKU1161,PROD1161,小米时尚运动鞋 SKU1161,服饰鞋包,服饰鞋包,小米,870.11,299.53,1408.4,531,4,"4"
